customer_id,signup_date,country,segment
157,2023-01-09,CA,Regular
158,2023-05-05,AU,New
159,2023-09-08,CA,Premium
160,2023-01-15,US,Regular
161,2023-04-23,CA,New
162,2023-01-17,US,Premium
163,2023-03-26,AU,Regular
164,2023-12-29,UK,Premium
165,2023-09-22,AU,Regular
166,2023-08-09,UK,Premium
167,2023-08-20,US,Regular
168,2023-10-03,US,Premium
169,2023-07-10,UK,Regular
170,2023-11-10,AU,Regular
171,2023-04-03,US,Premium
172,2023-08-21,CA,Regular
173,2023-05-24,AU,New
174,2023-12-21,CA,Regular
175,2023-09-28,UK,Regular
176,2023-12-05,US,Premium
177,2023-09-29,AU,New
178,2023-06-08,CA,Regular
179,2023-09-12,CA,Premium
180,2023-02-02,US,New
181,2023-09-06,UK,New
182,2023-09-11,AU,Premium
183,2023-06-17,UK,New
184,2023-06-25,CA,New
185,2023-12-01,AU,Premium
186,2023-07-16,CA,Regular
187,2023-03-06,CA,Premium
188,2023-10-19,UK,Premium
189,2023-03-14,AU,Regular
190,2023-07-27,UK,Regular
191,2023-12-28,UK,Premium
192,2023-03-17,AU,New
193,2023-05-05,CA,Regular
194,2023-04-01,AU,New
195,2023-11-23,US,Premium
196,2023-11-10,AU,New
197,2023-09-23,CA,Premium
198,2023-04-11,CA,New
199,2023-12-23,US,Regular
200,2023-02-09,AU,Regular
201,2023-07-28,AU,Regular
202,2023-07-08,CA,New
203,2023-04-18,UK,New
204,2023-01-01,UK,Premium
205,2023-03-20,UK,Regular
206,2023-05-28,US,Regular
207,2023-06-26,AU,Regular
208,2023-06-17,US,New
209,2023-08-15,UK,Premium
210,2023-06-03,CA,Premium
211,2023-03-20,AU,Premium
212,2023-12-25,UK,Premium
213,2023-11-06,US,Regular
214,2023-09-25,UK,Regular
215,2023-03-17,US,Premium
216,2023-04-26,AU,Premium
217,2023-01-10,UK,New
218,2023-02-15,UK,Regular
219,2023-09-19,US,Regular
220,2023-08-16,CA,New
221,2023-03-19,UK,New
222,2023-05-31,CA,Premium
223,2023-08-31,US,New
224,2023-02-18,US,New
225,2023-05-21,AU,Regular
226,2023-08-29,UK,Premium
227,2023-09-19,UK,New
228,2023-09-01,UK,New
229,2023-11-30,CA,Regular
230,2023-01-05,UK,Premium
231,2023-08-25,US,Premium
232,2023-11-28,CA,New
233,2023-05-01,US,Regular
234,2023-06-29,AU,Regular
235,2023-03-25,AU,Premium
236,2023-01-07,AU,Regular
237,2023-04-21,UK,Premium
238,2023-05-15,AU,New
239,2023-01-26,CA,New
240,2023-11-25,UK,Premium
241,2023-04-12,UK,Premium
242,2023-09-19,UK,New
243,2023-11-23,UK,Regular
244,2023-01-31,UK,New
245,2023-10-08,UK,New
246,2023-10-09,UK,Premium
247,2023-04-17,US,New
248,2023-09-06,AU,New
249,2023-02-26,UK,Regular
250,2023-05-14,UK,New
251,2023-07-10,UK,New
252,2023-10-26,US,New
253,2023-06-17,CA,New
254,2023-12-14,CA,New
255,2023-12-29,CA,Regular
256,2023-04-30,AU,Regular
257,2023-06-23,US,New
258,2023-08-01,AU,Premium
259,2023-10-14,AU,Regular
260,2023-03-12,CA,Premium
261,2023-05-11,CA,Regular
262,2023-12-21,UK,Regular
263,2023-10-13,CA,New
264,2023-12-10,AU,Premium
265,2023-01-10,US,Regular
266,2023-08-19,UK,New
267,2023-11-11,UK,Regular
268,2023-04-19,UK,Regular
269,2023-10-27,CA,New
270,2023-02-10,UK,Regular
271,2023-02-08,CA,Regular
272,2023-12-03,CA,New
273,2023-01-10,CA,Premium
274,2023-08-01,AU,New
275,2023-09-21,UK,New
276,2023-03-02,US,Premium
277,2023-09-13,CA,Regular
278,2023-06-28,AU,Premium
279,2023-07-19,US,New
280,2023-11-08,UK,New
281,2023-12-26,UK,Premium
282,2023-08-05,US,Regular
283,2023-10-26,UK,Premium
284,2023-06-29,CA,New
285,2023-05-05,CA,New
286,2023-06-28,CA,New
287,2023-04-16,AU,Regular
288,2023-01-16,CA,Premium
289,2023-08-17,AU,New
290,2023-12-31,AU,New
291,2023-05-01,UK,Regular
292,2023-03-31,CA,Premium
293,2023-08-04,AU,New
294,2023-10-21,US,Premium
295,2023-08-27,UK,Premium
296,2023-07-30,US,New
297,2023-12-27,AU,Premium
298,2023-02-02,UK,Premium
299,2023-12-15,US,Premium
300,2023-11-20,CA,Premium
301,2023-12-24,US,Premium
302,2023-06-12,US,New
303,2023-12-03,CA,Regular
304,2023-08-22,CA,Premium
305,2023-05-02,CA,Premium
306,2023-07-19,CA,Regular
307,2023-11-26,US,New
308,2023-12-21,US,Premium
309,2023-02-20,AU,Premium
310,2023-04-10,CA,Regular
311,2023-01-08,UK,Premium
312,2023-05-03,AU,New
313,2023-07-09,CA,Premium
314,2023-02-03,UK,Regular
315,2023-06-19,US,New
316,2023-06-02,CA,Premium
317,2023-07-28,AU,New
318,2023-09-21,US,New
319,2023-04-02,CA,Regular
320,2023-04-04,CA,Premium
321,2023-12-22,CA,New
322,2023-04-15,AU,Regular
323,2023-03-13,US,Regular
324,2023-10-26,UK,New
325,2023-05-23,AU,New
326,2023-12-16,UK,Premium
327,2023-12-29,CA,Premium
328,2023-01-11,AU,New
329,2023-10-07,UK,Premium
330,2023-12-24,UK,Regular
331,2023-05-13,CA,Regular
332,2023-11-07,AU,Premium
333,2023-08-19,CA,Regular
334,2023-12-08,US,Regular
335,2023-07-28,AU,New
336,2023-02-26,UK,New
337,2023-09-16,AU,New
338,2023-10-25,US,New
339,2023-05-10,CA,New
340,2023-10-18,UK,New
341,2023-08-13,US,Regular
342,2023-07-23,UK,Premium
343,2023-02-22,AU,Premium
344,2023-07-05,UK,New
345,2023-03-14,US,New
346,2023-10-10,UK,Premium
347,2023-09-14,AU,Regular
348,2023-06-21,AU,Regular
349,2023-07-06,US,Regular
350,2023-11-22,CA,Regular
351,2023-11-17,US,Regular
352,2023-05-30,US,New
353,2023-05-06,AU,Premium
354,2023-10-22,UK,Premium
355,2023-06-23,US,Regular
356,2023-02-05,US,Premium
357,2023-11-30,US,Premium
358,2023-09-30,US,New
359,2023-06-14,US,Regular
360,2023-04-06,CA,Premium
361,2023-01-20,UK,Regular
362,2023-07-06,AU,New
363,2023-06-08,CA,Premium
364,2023-09-04,CA,Regular
365,2023-03-14,UK,Premium
366,2023-09-06,US,Regular
367,2023-09-26,US,Regular
368,2023-12-18,AU,Regular
369,2023-06-11,AU,New
370,2023-09-29,US,Premium
371,2023-07-25,CA,Regular
372,2023-04-27,CA,Regular
373,2023-08-08,US,Regular
374,2023-12-27,UK,Regular
375,2023-08-27,CA,Regular
376,2023-10-01,AU,Regular
377,2023-08-23,CA,Premium
378,2023-12-03,AU,Regular
379,2023-08-15,US,New
380,2023-09-14,AU,New
381,2023-10-03,US,New
382,2023-04-21,US,Premium
383,2023-01-30,AU,Regular
384,2023-12-07,CA,Regular
385,2023-12-02,AU,New
386,2023-08-29,AU,New
387,2023-07-12,UK,Regular
388,2023-02-12,US,New
389,2023-04-12,CA,New
390,2023-03-20,UK,Regular
391,2023-03-24,US,Regular
392,2023-03-05,AU,Regular
393,2023-03-04,US,New
394,2023-04-07,CA,Premium
395,2023-03-23,US,Regular
396,2023-06-01,UK,Regular
397,2023-03-02,CA,Regular
398,2023-01-10,CA,Regular
399,2023-11-24,US,Regular
400,2023-05-06,CA,New
401,2023-11-12,CA,New
402,2023-02-21,CA,Premium
403,2023-12-05,AU,Regular
404,2023-10-24,CA,Premium
405,2023-10-03,UK,Regular
406,2023-01-26,CA,Regular
407,2023-02-12,AU,Premium
408,2023-12-20,UK,Premium
409,2023-02-24,UK,Regular
410,2023-11-13,UK,New
411,2023-10-20,CA,Regular
412,2023-05-04,UK,New
413,2023-11-27,CA,New
414,2023-09-16,AU,New
415,2023-10-17,AU,New
416,2023-09-04,US,Regular
417,2023-06-20,CA,New
418,2023-09-30,AU,Premium
419,2023-10-01,UK,Premium
420,2023-05-26,CA,New
421,2023-10-17,CA,Regular
422,2023-03-16,US,New
423,2023-02-12,AU,New
424,2023-11-13,CA,Regular
425,2023-09-18,US,New
426,2023-05-12,US,Regular
427,2023-11-11,AU,Regular
428,2023-05-08,CA,Premium
429,2023-05-27,AU,Premium
430,2023-12-29,AU,Premium
431,2023-11-13,CA,New
432,2023-03-02,AU,Premium
433,2023-12-05,UK,Premium
434,2023-06-14,US,Regular
435,2023-10-07,US,Regular
436,2023-06-15,US,Premium
437,2023-01-07,UK,Premium
438,2023-02-07,US,New
439,2023-09-11,AU,Premium
440,2023-12-26,AU,New
441,2023-04-25,CA,Premium
442,2023-04-16,UK,New
443,2023-07-21,US,Regular
444,2023-10-09,AU,Regular
445,2023-02-23,US,Premium
446,2023-08-26,CA,Premium
447,2023-01-05,UK,Regular
448,2023-03-24,UK,Regular
449,2023-06-13,CA,Regular
450,2023-10-09,US,Regular
451,2023-12-21,US,Premium
452,2023-09-30,UK,Regular
453,2023-04-04,CA,New
454,2023-05-08,UK,New
455,2023-09-02,UK,New
456,2023-08-25,AU,New
457,2023-12-26,CA,New
458,2023-03-15,CA,Premium
459,2023-01-03,UK,New
460,2023-04-04,US,New
461,2023-06-04,CA,Premium
462,2023-01-14,AU,New
463,2023-07-06,CA,Premium
464,2023-03-06,CA,New
465,2023-03-17,UK,Regular
466,2023-01-30,UK,Premium
467,2023-11-23,UK,New
468,2023-05-02,CA,Regular
469,2023-03-29,CA,Premium
470,2023-05-06,CA,New
471,2023-04-02,AU,New
472,2023-03-09,US,Premium
473,2023-09-13,AU,New
474,2023-04-29,AU,Premium
475,2023-08-27,US,Premium
476,2023-10-11,CA,Premium
477,2023-07-25,CA,Regular
478,2023-04-03,AU,Regular
479,2023-10-29,UK,Regular
480,2023-06-30,CA,New
481,2023-06-21,US,Regular
482,2023-05-11,US,Regular
483,2023-10-07,US,Premium
484,2023-12-06,UK,New
485,2023-03-09,UK,New
486,2023-02-22,US,Regular
487,2023-03-09,US,New
488,2023-09-28,UK,Regular
489,2023-09-04,AU,Regular
490,2023-05-18,US,New
491,2023-08-04,US,New
492,2023-03-26,US,Regular
493,2023-07-21,CA,New
494,2023-06-04,CA,Premium
495,2023-05-11,CA,New
496,2023-08-17,US,Regular
497,2023-02-26,US,New
498,2023-08-29,US,New
499,2023-04-10,CA,Regular
500,2023-01-22,AU,Regular
501,2023-09-29,CA,New
502,2023-08-18,CA,Premium
503,2023-05-01,AU,Regular
504,2023-11-20,US,Premium
505,2023-11-01,AU,Regular
506,2023-09-09,UK,Premium
507,2023-07-28,CA,Regular
508,2023-08-22,AU,Premium
509,2023-10-05,UK,New
510,2023-02-25,UK,New
511,2023-02-24,US,New
512,2023-09-11,US,Regular
513,2023-08-05,US,Regular
514,2023-05-14,US,Premium
515,2023-09-19,US,New
516,2023-09-29,CA,Regular
517,2023-06-15,US,Premium
518,2023-02-11,US,Regular
519,2023-08-30,US,Premium
520,2023-03-22,UK,New
521,2023-04-16,CA,Premium
522,2023-11-06,US,New
523,2023-12-11,CA,Premium
524,2023-12-07,UK,Premium
525,2023-08-21,US,Premium
526,2023-12-15,UK,New
527,2023-07-14,UK,Premium
528,2023-01-13,UK,Regular
529,2023-12-22,CA,New
530,2023-04-22,UK,Premium
531,2023-11-19,US,Premium
532,2023-10-26,UK,New
533,2023-12-06,CA,Regular
534,2023-04-15,AU,Premium
535,2023-03-13,CA,Premium
536,2023-07-07,UK,Premium
537,2023-05-30,US,Regular
538,2023-11-28,CA,New
539,2023-07-08,US,Regular
540,2023-04-01,AU,Premium
541,2023-05-30,UK,Regular
542,2023-09-29,CA,Premium
543,2023-04-28,US,Regular
544,2023-09-02,CA,Premium
545,2023-11-05,CA,New
546,2023-06-14,US,New
547,2023-03-04,CA,Regular
548,2023-08-07,AU,Regular
549,2023-01-26,US,New
550,2023-08-31,AU,Regular
551,2023-04-28,CA,Premium
552,2023-04-11,UK,Regular
553,2023-03-14,CA,Regular
554,2023-06-23,UK,Regular
555,2023-12-15,AU,Regular
556,2023-09-02,AU,New
557,2023-03-30,CA,Regular
558,2023-10-16,AU,New
559,2023-01-29,US,Premium
560,2023-05-29,AU,Premium
561,2023-12-26,AU,Premium
562,2023-05-26,US,New
563,2023-01-04,CA,Regular
564,2023-04-08,UK,New
565,2023-11-09,AU,New
566,2023-01-24,UK,Premium
567,2023-05-05,UK,Premium
568,2023-04-08,AU,New
569,2023-12-09,CA,Regular
570,2023-03-28,US,New
571,2023-11-28,CA,Regular
572,2023-08-05,US,Regular
573,2023-06-19,UK,Regular
574,2023-02-20,AU,Premium
575,2023-04-01,CA,Premium
576,2023-03-18,AU,New
577,2023-10-10,UK,Premium
578,2023-05-27,UK,Regular
579,2023-05-27,US,Regular
580,2023-01-15,CA,New
581,2023-03-30,US,New
582,2023-09-30,AU,New
583,2023-12-19,CA,Premium
584,2023-06-29,CA,New
585,2023-03-18,UK,Regular
586,2023-10-10,US,Premium
587,2023-05-01,CA,Regular
588,2023-01-24,UK,Regular
589,2023-07-12,UK,Premium
590,2023-02-12,CA,Premium
591,2023-08-24,UK,New
592,2023-04-25,US,New
593,2023-12-02,AU,Premium
594,2023-12-05,UK,Regular
595,2023-03-26,CA,Premium
596,2023-11-06,CA,New
597,2023-12-17,CA,New
598,2023-08-17,US,Regular
599,2023-05-21,AU,Premium
600,2023-03-01,UK,Premium
601,2023-01-03,UK,New
602,2023-09-02,AU,Premium
603,2023-07-15,CA,New
604,2023-06-20,CA,New
605,2023-06-19,US,Premium
606,2023-11-12,US,New
607,2023-04-22,CA,New
608,2023-08-10,AU,New
609,2023-06-13,US,Premium
610,2023-12-14,AU,New
611,2023-11-11,US,Regular
612,2023-09-18,US,Regular
613,2023-04-23,US,New
614,2023-09-29,UK,New
615,2023-10-04,CA,New
616,2023-06-24,US,Premium
617,2023-05-26,CA,Premium
618,2023-06-09,AU,Regular
619,2023-11-22,US,New
620,2023-02-05,CA,New
621,2023-02-10,US,Regular
622,2023-12-24,CA,Regular
623,2023-09-09,UK,Regular
624,2023-05-29,CA,Regular
625,2023-06-29,CA,New
626,2023-10-06,UK,Regular
627,2023-11-03,UK,Premium
628,2023-05-31,AU,New
629,2023-05-12,CA,New
630,2023-11-18,AU,Regular
631,2023-04-13,CA,New
632,2023-05-02,US,Regular
633,2023-05-11,AU,Premium
634,2023-10-23,CA,New
635,2023-12-20,AU,Premium
636,2023-03-09,CA,Premium
637,2023-12-25,US,Premium
638,2023-08-14,UK,New
639,2023-10-03,CA,New
640,2023-10-14,CA,New
641,2023-09-09,AU,New
642,2023-01-13,AU,New
643,2023-07-24,CA,Premium
644,2023-12-08,CA,Regular
645,2023-08-14,UK,Premium
646,2023-08-08,CA,Regular
647,2023-06-09,AU,Premium
648,2023-01-20,UK,New
649,2023-05-30,AU,Premium
650,2023-05-09,US,New
651,2023-05-31,US,Regular
652,2023-05-11,UK,Regular
653,2023-06-07,UK,Premium
654,2023-05-27,US,New
655,2023-12-23,CA,Premium
656,2023-04-01,AU,New
657,2023-08-09,AU,Premium
658,2023-04-26,CA,Regular
659,2023-11-12,US,New
660,2023-10-30,CA,New
661,2023-02-18,CA,New
662,2023-07-27,CA,Regular
663,2023-07-17,US,Regular
664,2023-09-22,AU,New
665,2023-08-30,UK,Regular
666,2023-04-24,AU,Premium
667,2023-03-09,UK,Premium
668,2023-04-07,CA,Premium
669,2023-04-08,UK,Premium
670,2023-05-23,AU,Regular
671,2023-11-06,UK,Regular
672,2023-07-23,US,Premium
673,2023-11-27,US,Regular
674,2023-08-15,AU,New
675,2023-10-22,AU,Premium
676,2023-03-08,CA,Premium
677,2023-02-09,AU,New
678,2023-02-07,UK,Regular
679,2023-03-31,CA,Premium
680,2023-09-10,AU,Premium
681,2023-01-04,CA,Premium
682,2023-12-28,AU,New
683,2023-04-29,UK,Premium
684,2023-10-25,US,Regular
685,2023-11-07,AU,New
686,2023-01-16,AU,Regular
687,2023-01-10,UK,New
688,2023-01-08,US,New
689,2023-10-03,CA,New
690,2023-07-01,AU,Premium
691,2023-01-26,US,Premium
692,2023-07-20,AU,Premium
693,2023-04-21,UK,Regular
694,2023-02-23,AU,New
695,2023-01-28,UK,Regular
696,2023-05-16,US,New
697,2023-12-30,US,Regular
698,2023-10-28,CA,Regular
699,2023-12-03,AU,Regular
700,2023-03-22,CA,New
701,2023-02-11,UK,Premium
702,2023-03-02,UK,Premium
703,2023-09-14,CA,Premium
704,2023-12-22,CA,Premium
705,2023-03-10,UK,New
706,2023-06-26,UK,New
707,2023-06-09,AU,New
708,2023-02-16,UK,New
709,2023-05-30,CA,New
710,2023-08-05,AU,New
711,2023-11-12,US,New
712,2023-02-25,UK,New
713,2023-12-14,CA,Regular
714,2023-03-20,UK,Regular
715,2023-11-13,CA,Premium
716,2023-10-10,CA,Regular
717,2023-03-28,AU,Premium
718,2023-01-20,CA,Regular
719,2023-11-06,UK,New
720,2023-03-14,US,New
721,2023-04-15,US,Regular
722,2023-02-24,AU,Premium
723,2023-12-29,US,Regular
724,2023-05-24,CA,New
725,2023-04-19,AU,Premium
726,2023-08-27,AU,New
727,2023-07-06,UK,Premium
728,2023-08-06,CA,Premium
729,2023-06-28,UK,New
730,2023-07-10,AU,Premium
731,2023-01-17,CA,Regular
732,2023-03-22,UK,Premium
733,2023-10-18,CA,Regular
734,2023-10-03,AU,New
735,2023-07-20,UK,Premium
736,2023-01-11,CA,New
737,2023-02-25,UK,Regular
738,2023-10-20,UK,Premium
739,2023-12-14,US,New
740,2023-09-27,UK,Regular
741,2023-07-13,US,Premium
742,2023-09-29,AU,Regular
743,2023-05-03,CA,New
744,2023-12-02,US,Premium
745,2023-07-16,UK,Premium
746,2023-12-02,AU,Regular
747,2023-09-01,US,New
748,2023-07-09,CA,Premium
749,2023-03-01,UK,New
750,2023-07-11,AU,Regular
751,2023-09-07,US,New
752,2023-06-11,US,Premium
753,2023-12-11,AU,Premium
754,2023-07-24,UK,New
755,2023-08-01,CA,New
756,2023-08-09,UK,Premium
757,2023-03-18,CA,New
758,2023-03-29,AU,New
759,2023-06-17,CA,New
760,2023-06-27,CA,Premium
761,2023-06-24,US,Regular
762,2023-12-11,CA,New
763,2023-09-06,UK,Regular
764,2023-01-25,CA,Regular
765,2023-11-21,AU,Premium
766,2023-09-29,CA,Regular
767,2023-06-05,US,New
768,2023-05-04,US,Regular
769,2023-01-27,UK,New
770,2023-11-11,CA,Premium
771,2023-01-15,UK,Premium
772,2023-02-20,CA,Regular
773,2023-06-29,AU,Regular
774,2023-07-24,CA,New
775,2023-11-23,AU,New
776,2023-06-17,UK,New
777,2023-12-03,AU,Regular
778,2023-06-16,UK,New
779,2023-02-22,CA,Premium
780,2023-03-18,US,Regular
781,2023-07-20,UK,Premium
782,2023-06-16,CA,Premium
783,2023-04-03,CA,Regular
784,2023-08-15,US,Regular
785,2023-10-12,US,Regular
786,2023-07-17,US,New
787,2023-12-01,UK,Premium
788,2023-03-30,UK,Premium
789,2023-04-25,CA,Regular
790,2023-06-04,AU,New
791,2023-06-27,CA,New
792,2023-05-08,AU,Regular
793,2023-06-24,AU,New
794,2023-06-17,CA,New
795,2023-10-14,CA,Regular
796,2023-01-01,CA,Premium
797,2023-01-23,UK,Premium
798,2023-01-19,UK,New
799,2023-12-11,UK,Premium
800,2023-05-26,AU,New
801,2023-07-30,CA,Regular
802,2023-10-02,AU,New
803,2023-09-21,CA,Premium
804,2023-07-26,CA,Premium
805,2023-09-27,CA,Regular
806,2023-04-18,CA,Premium
807,2023-08-07,AU,New
808,2023-09-02,US,Premium
809,2023-09-21,CA,Premium
810,2023-01-11,CA,New
811,2023-08-28,CA,Regular
812,2023-05-25,AU,Regular
813,2023-08-12,CA,New
814,2023-11-20,UK,Premium
815,2023-02-02,AU,Premium
816,2023-01-09,US,New
817,2023-09-05,AU,New
818,2023-05-23,UK,New
819,2023-03-04,AU,Premium
820,2023-05-01,AU,New
821,2023-02-18,AU,Regular
822,2023-11-01,AU,Premium
823,2023-01-25,UK,New
824,2023-10-14,CA,New
825,2023-05-24,UK,New
826,2024-01-01,CA,Premium
827,2023-06-01,US,Premium
828,2023-08-22,CA,Regular
829,2023-11-13,CA,New
830,2023-06-27,CA,New
831,2023-06-21,UK,New
832,2023-02-05,UK,Premium
833,2023-11-18,AU,Premium
834,2023-03-06,AU,New
835,2023-06-07,AU,Premium
836,2023-01-10,AU,Premium
837,2023-06-17,US,Premium
838,2023-12-11,CA,Regular
839,2023-07-02,US,Premium
840,2023-09-03,AU,Premium
841,2023-02-15,US,Premium
842,2023-12-06,CA,Premium
843,2023-08-17,US,Premium
844,2023-04-06,UK,New
845,2023-01-19,UK,New
846,2023-10-14,US,Regular
847,2023-02-12,AU,New
848,2023-04-17,US,New
849,2023-08-22,AU,New
850,2023-03-11,AU,New
851,2023-05-11,CA,Premium
852,2023-03-14,CA,New
853,2023-12-09,CA,Premium
854,2023-01-23,US,Premium
855,2023-01-15,CA,Premium
856,2023-07-21,AU,Regular
857,2023-07-30,CA,Regular
858,2023-11-02,UK,Regular
859,2023-10-24,AU,New
860,2023-01-07,UK,Premium
861,2023-10-28,CA,Premium
862,2023-08-13,CA,New
863,2023-09-20,AU,Premium
864,2023-08-24,UK,New
865,2023-06-22,US,Premium
866,2023-02-04,CA,Regular
867,2023-01-30,CA,Regular
868,2023-06-24,AU,Regular
869,2023-09-06,UK,New
870,2023-06-15,CA,New
871,2023-01-22,UK,Regular
872,2023-04-30,CA,New
873,2023-07-18,CA,Premium
874,2023-02-13,AU,Premium
875,2023-03-19,AU,Regular
876,2023-02-23,UK,Regular
877,2023-12-10,US,New
878,2023-01-21,AU,Regular
879,2023-11-12,UK,Regular
880,2023-11-26,UK,Regular
881,2023-02-16,AU,New
882,2023-01-18,US,Regular
883,2023-02-12,US,New
884,2023-02-15,AU,Premium
885,2023-04-19,AU,New
886,2023-05-04,AU,New
887,2023-04-06,US,New
888,2023-05-03,US,Regular
889,2023-10-19,US,New
890,2023-11-14,US,New
891,2023-01-05,CA,New
892,2023-12-17,UK,Premium
893,2023-01-10,CA,Regular
894,2023-10-27,CA,Premium
895,2023-07-06,US,New
896,2023-12-02,CA,Premium
897,2023-06-28,US,New
898,2023-03-02,UK,Premium
899,2023-09-01,UK,Regular
900,2023-09-03,US,New
901,2023-12-02,US,New
902,2023-07-01,US,Regular
903,2023-05-29,UK,Premium
904,2023-07-21,CA,New
905,2023-06-17,UK,Regular
906,2023-08-12,US,New
907,2023-05-30,CA,New
908,2023-10-15,US,Regular
909,2023-02-11,UK,Premium
910,2023-06-01,CA,New
911,2023-08-19,AU,New
912,2023-03-04,CA,New
913,2023-10-29,CA,Premium
914,2023-03-24,CA,Regular
915,2023-05-07,AU,Premium
916,2023-05-27,UK,Premium
917,2023-02-13,CA,Premium
918,2023-09-11,US,Premium
919,2023-11-29,AU,New
920,2023-01-18,UK,New
921,2023-06-17,AU,Premium
922,2023-02-06,US,Premium
923,2023-10-02,UK,New
924,2023-02-17,AU,Regular
925,2024-01-01,US,Premium
926,2023-02-23,US,Regular
927,2023-08-19,CA,Premium
