order_id,customer_id,order_date,status
88,3772,2023-03-20,Pending
89,9369,2023-09-14,Shipped
90,2621,2023-08-01,Completed
91,6546,2023-09-18,Pending
92,7357,2023-01-31,Completed
93,7803,2023-09-05,Pending
94,1734,2023-01-29,Shipped
95,579,2023-02-20,Shipped
96,3006,2023-02-02,Pending
97,5926,2023-02-07,Pending
98,5331,2023-01-06,Shipped
99,8250,2023-12-20,Pending
100,9235,2023-10-24,Shipped
101,7299,2023-12-21,Pending
102,2290,2023-12-22,Completed
103,3066,2023-07-08,Pending
104,5445,2023-02-05,Shipped
105,6444,2023-05-04,Completed
106,1012,2023-11-02,Completed
107,9806,2023-09-27,Pending
108,6348,2023-10-14,Pending
109,2992,2023-03-06,Shipped
110,3062,2023-05-20,Pending
111,6197,2023-06-10,Completed
112,5394,2023-12-10,Shipped
113,8724,2023-11-20,Shipped
114,8845,2023-01-17,Pending
115,2562,2023-03-25,Pending
116,2591,2023-07-18,Pending
117,2416,2023-10-11,Completed
118,223,2023-12-25,Shipped
119,4175,2023-10-09,Shipped
120,2836,2023-07-16,Pending
121,9644,2023-09-21,Pending
122,5141,2023-11-20,Shipped
123,8598,2023-10-06,Shipped
124,5516,2023-12-01,Pending
125,5786,2023-03-28,Pending
126,5913,2023-09-18,Shipped
127,1701,2023-02-21,Pending
128,583,2023-08-06,Completed
129,1417,2023-11-08,Completed
130,5083,2023-11-22,Pending
131,1178,2023-12-14,Completed
132,6131,2023-05-29,Completed
133,8978,2023-08-10,Completed
134,6036,2023-10-29,Completed
135,4958,2023-03-04,Completed
136,5126,2023-06-15,Pending
137,1690,2023-08-07,Pending
138,1528,2023-12-07,Completed
139,7325,2023-01-12,Shipped
140,1266,2023-06-04,Shipped
141,9631,2023-11-10,Shipped
142,8359,2023-05-17,Shipped
143,9947,2023-12-15,Completed
144,9143,2023-08-02,Completed
145,313,2023-10-15,Shipped
146,6571,2023-01-17,Completed
147,3502,2023-08-12,Shipped
148,8559,2023-11-20,Pending
149,9577,2023-09-08,Completed
150,4184,2023-04-14,Completed
151,1536,2023-02-07,Pending
152,3179,2023-12-04,Shipped
153,7930,2023-06-24,Pending
154,7202,2023-04-15,Completed
155,2702,2023-01-06,Completed
156,1220,2023-10-04,Completed
157,5356,2023-01-05,Pending
158,5593,2023-06-28,Completed
159,1531,2023-11-16,Shipped
160,7211,2023-11-02,Pending
161,413,2023-07-11,Completed
162,70,2023-05-26,Pending
163,6555,2023-04-26,Shipped
164,7714,2023-06-23,Shipped
165,8429,2023-12-20,Shipped
166,2974,2023-11-18,Completed
167,8201,2023-08-01,Completed
168,454,2023-03-03,Completed
169,8249,2023-02-13,Pending
170,5969,2023-01-10,Shipped
171,1886,2023-11-09,Completed
172,4856,2023-08-05,Pending
173,7716,2023-06-28,Completed
174,8869,2023-12-23,Pending
175,5605,2023-09-06,Pending
176,6605,2023-02-22,Pending
177,7636,2023-02-02,Completed
178,9701,2023-01-31,Pending
179,2804,2023-09-06,Pending
180,6561,2023-11-25,Shipped
181,6373,2023-11-17,Shipped
182,6589,2023-02-24,Shipped
183,2807,2023-08-13,Pending
184,5645,2023-08-12,Completed
185,5047,2023-10-08,Pending
186,1582,2023-03-15,Shipped
187,1464,2023-08-17,Shipped
188,414,2023-09-18,Pending
189,6989,2023-12-05,Completed
190,5832,2023-04-07,Completed
191,7971,2023-11-23,Completed
192,1018,2023-04-19,Completed
193,5658,2023-11-24,Pending
194,4070,2023-12-03,Pending
195,5874,2023-12-16,Pending
196,8704,2023-03-19,Completed
197,8380,2023-02-26,Shipped
198,9564,2023-10-03,Shipped
199,477,2023-10-05,Completed
200,8898,2023-07-31,Pending
201,7983,2023-06-13,Shipped
202,8070,2023-12-03,Completed
203,3278,2023-08-17,Pending
204,4864,2023-03-10,Shipped
205,5623,2023-10-16,Shipped
206,4224,2023-07-20,Completed
207,8356,2023-10-26,Shipped
208,1189,2023-02-16,Shipped
209,1478,2023-05-20,Completed
210,985,2023-05-17,Pending
211,1306,2023-09-05,Completed
212,9,2023-08-14,Shipped
213,3609,2023-11-25,Shipped
214,5936,2023-02-16,Pending
215,9278,2023-05-23,Pending
216,8792,2023-09-04,Completed
217,3263,2023-01-11,Pending
218,7586,2023-01-26,Shipped
219,1122,2023-09-27,Pending
220,5014,2023-04-10,Shipped
221,69,2023-11-29,Pending
222,7901,2023-04-10,Shipped
223,8507,2023-06-10,Shipped
224,1638,2023-01-21,Shipped
225,1512,2023-11-23,Completed
226,8410,2023-07-01,Shipped
227,1079,2023-09-14,Pending
228,3787,2023-01-19,Completed
229,8671,2023-07-18,Shipped
230,7778,2023-02-18,Shipped
231,1147,2023-12-23,Shipped
232,7726,2023-08-10,Pending
233,3199,2023-02-12,Completed
234,3183,2023-04-05,Shipped
235,1544,2023-10-28,Shipped
236,9064,2023-10-30,Completed
237,5776,2023-10-25,Completed
238,920,2023-05-10,Pending
239,3770,2023-03-02,Pending
240,7555,2023-07-02,Shipped
241,6891,2023-10-04,Shipped
242,5190,2023-09-09,Pending
243,5934,2023-01-28,Shipped
244,9308,2023-03-27,Completed
245,9369,2023-02-07,Pending
246,1159,2023-11-01,Shipped
247,7471,2023-07-06,Pending
248,2614,2023-06-15,Shipped
249,307,2023-07-09,Shipped
250,1123,2023-10-10,Shipped
251,2998,2023-11-19,Completed
252,5198,2023-08-14,Completed
253,5451,2023-06-18,Completed
254,1158,2023-03-20,Completed
255,7058,2023-01-20,Pending
256,3074,2023-12-12,Shipped
257,5710,2023-02-22,Shipped
258,4440,2023-12-04,Shipped
259,3806,2023-01-16,Shipped
260,7657,2023-07-08,Pending
261,7849,2023-08-30,Shipped
262,9264,2023-07-24,Completed
263,6109,2023-02-22,Pending
264,4421,2023-02-19,Pending
265,8450,2023-08-08,Completed
266,2594,2023-01-10,Pending
267,1145,2023-09-29,Shipped
268,1720,2023-03-05,Completed
269,6267,2023-05-17,Shipped
270,7163,2023-09-05,Completed
271,9897,2023-01-21,Shipped
272,1061,2023-06-21,Completed
273,282,2023-12-15,Pending
274,7195,2023-11-11,Completed
275,3708,2023-11-14,Shipped
276,7739,2023-09-15,Pending
277,6619,2023-01-17,Completed
278,6458,2023-10-04,Completed
279,9198,2023-01-08,Pending
280,2020,2023-06-09,Shipped
281,5120,2023-05-24,Completed
282,9056,2023-10-18,Shipped
283,2912,2023-08-22,Completed
284,5351,2023-10-12,Shipped
285,2960,2023-11-25,Completed
286,7952,2023-03-28,Pending
287,4840,2023-01-14,Pending
288,1115,2023-06-26,Completed
289,8671,2023-12-18,Shipped
290,671,2023-02-12,Shipped
291,8188,2023-06-04,Completed
292,4501,2023-01-03,Completed
293,5383,2023-11-03,Shipped
294,8791,2023-02-04,Pending
295,8206,2023-06-07,Pending
296,6822,2023-03-26,Completed
297,6968,2023-02-13,Shipped
298,8715,2023-09-20,Pending
299,3497,2023-12-06,Shipped
300,3831,2023-04-10,Shipped
301,6274,2023-10-14,Completed
302,6239,2023-02-24,Pending
303,6259,2023-06-14,Pending
304,9130,2023-12-20,Shipped
305,1546,2023-09-05,Completed
306,5388,2023-05-29,Pending
307,5480,2023-07-01,Pending
308,3219,2023-05-13,Pending
309,5295,2023-02-08,Shipped
310,8134,2023-12-31,Pending
311,9556,2023-03-24,Completed
312,7145,2023-12-19,Completed
313,8787,2023-05-18,Pending
314,892,2023-10-19,Completed
315,134,2023-08-29,Pending
316,507,2023-11-04,Pending
317,9320,2023-05-25,Shipped
318,4659,2023-09-04,Pending
319,8000,2023-05-28,Shipped
320,7480,2023-05-10,Completed
321,8292,2023-04-21,Completed
322,310,2023-05-14,Completed
323,9070,2023-06-18,Shipped
324,5251,2023-05-30,Pending
325,483,2023-08-16,Pending
326,8626,2023-08-06,Completed
327,1199,2023-11-24,Pending
328,3340,2023-05-23,Pending
329,6758,2023-04-01,Completed
330,1833,2023-04-13,Completed
331,5662,2023-12-11,Completed
332,153,2023-06-05,Shipped
333,4035,2023-04-17,Completed
334,3813,2023-06-21,Pending
335,6571,2023-08-11,Completed
336,6214,2023-01-29,Completed
337,2759,2023-04-16,Completed
338,1101,2023-12-18,Shipped
339,1651,2023-07-31,Shipped
340,8983,2023-09-03,Completed
341,294,2023-10-19,Pending
342,6862,2023-06-29,Shipped
343,8177,2023-07-14,Completed
344,2589,2023-06-08,Completed
345,8662,2023-02-16,Shipped
346,2124,2023-03-08,Completed
347,4207,2023-02-22,Completed
348,3084,2023-05-14,Completed
349,8388,2023-12-25,Pending
350,3110,2023-11-14,Pending
351,6021,2023-05-20,Pending
352,1907,2023-04-29,Shipped
353,6532,2023-08-16,Completed
354,5109,2023-11-01,Completed
355,3901,2023-02-16,Completed
356,274,2023-08-19,Completed
357,7493,2023-10-04,Completed
358,1813,2023-04-27,Completed
359,9192,2023-11-13,Pending
360,1071,2023-03-20,Pending
361,5435,2023-06-08,Completed
362,5299,2023-01-01,Shipped
363,7974,2023-05-24,Completed
364,5462,2023-08-27,Completed
365,9574,2023-03-24,Pending
366,6813,2023-02-01,Pending
367,6405,2023-08-23,Shipped
368,8415,2023-07-10,Pending
369,4672,2023-03-12,Completed
370,5665,2023-11-26,Pending
371,7192,2023-07-05,Completed
372,5034,2023-07-03,Pending
373,5306,2023-12-16,Pending
374,7521,2023-04-17,Pending
375,9349,2023-05-02,Shipped
376,8735,2023-04-20,Shipped
377,5764,2023-05-07,Shipped
378,7176,2023-12-09,Shipped
379,8146,2023-08-23,Pending
380,2594,2023-01-29,Pending
381,9776,2023-01-31,Shipped
382,2783,2023-11-27,Shipped
383,8257,2023-10-19,Pending
384,196,2023-02-23,Pending
385,972,2023-06-27,Pending
386,9857,2023-11-21,Completed
387,124,2023-05-30,Shipped
388,7032,2023-09-01,Pending
389,5642,2023-11-20,Shipped
390,1065,2023-06-01,Completed
391,1107,2023-03-23,Shipped
392,4358,2023-08-03,Shipped
393,2095,2023-03-27,Completed
394,6593,2023-10-08,Pending
395,7314,2023-11-21,Shipped
396,6036,2023-05-15,Completed
397,8245,2023-08-15,Completed
398,8313,2023-05-10,Pending
399,6490,2023-08-05,Pending
400,2729,2023-09-24,Pending
401,6794,2023-09-20,Shipped
402,7831,2023-12-04,Shipped
403,8481,2023-11-07,Shipped
404,6039,2023-12-19,Pending
405,5370,2023-06-16,Shipped
406,9899,2023-05-01,Completed
407,3380,2023-04-26,Completed
408,1131,2023-11-11,Completed
409,7188,2023-12-19,Completed
410,9704,2023-12-27,Completed
411,3273,2023-10-24,Pending
412,6297,2023-04-08,Completed
413,1813,2023-06-14,Completed
414,3656,2023-05-19,Pending
415,8288,2023-05-10,Shipped
416,8942,2023-06-09,Completed
417,8262,2023-11-21,Completed
418,2074,2023-08-09,Shipped
419,3004,2023-03-28,Shipped
420,8861,2023-09-17,Shipped
421,8195,2023-01-19,Shipped
422,8587,2023-05-04,Shipped
423,7296,2023-11-01,Completed
424,7169,2023-11-21,Completed
425,568,2023-11-24,Completed
426,7864,2023-12-05,Shipped
427,7209,2023-07-09,Completed
428,7189,2023-09-06,Shipped
429,1642,2023-02-27,Completed
430,9658,2023-03-30,Pending
431,477,2023-05-12,Completed
432,500,2023-05-15,Completed
433,8300,2023-06-13,Shipped
434,705,2023-01-31,Shipped
435,3703,2023-07-13,Pending
436,4802,2023-10-26,Pending
437,6706,2023-08-19,Completed
438,5193,2023-06-07,Completed
439,4147,2023-05-21,Pending
440,3007,2023-05-26,Pending
441,9518,2023-12-04,Completed
442,2764,2023-05-26,Pending
443,8442,2023-11-11,Pending
444,9338,2023-03-12,Pending
445,1012,2023-09-24,Completed
446,1626,2023-08-13,Completed
447,3922,2023-11-26,Pending
448,2113,2023-04-03,Completed
449,577,2023-05-31,Completed
450,7238,2023-03-07,Completed
451,3340,2023-09-21,Shipped
452,9165,2023-04-08,Shipped
453,1265,2023-06-14,Shipped
454,4972,2023-02-03,Pending
455,8054,2023-12-20,Pending
456,7799,2023-12-05,Pending
457,7947,2023-05-03,Completed
458,7333,2023-09-29,Pending
459,6317,2023-10-17,Completed
460,5534,2023-08-07,Pending
461,8127,2023-09-17,Pending
462,498,2023-04-03,Pending
463,6474,2023-01-18,Completed
464,4587,2023-01-16,Shipped
465,5187,2023-03-18,Pending
466,2720,2023-01-06,Shipped
467,7789,2023-02-10,Pending
468,9943,2023-06-18,Shipped
469,8533,2023-10-19,Shipped
470,7520,2023-04-19,Completed
471,4459,2023-04-09,Pending
472,4631,2023-04-26,Completed
473,8045,2023-02-07,Pending
474,1014,2023-11-18,Completed
475,7457,2023-06-23,Pending
476,7002,2023-12-03,Pending
477,7765,2023-09-04,Pending
478,4402,2023-01-27,Pending
479,7106,2023-09-26,Pending
480,426,2023-10-11,Pending
481,9210,2023-11-10,Completed
482,4249,2023-08-05,Pending
483,1685,2023-08-06,Shipped
484,3045,2023-06-18,Completed
485,7649,2023-09-03,Pending
486,8722,2023-02-22,Pending
487,5013,2023-02-10,Completed
488,170,2023-06-21,Pending
489,1776,2023-12-12,Completed
490,7486,2023-04-13,Shipped
491,5156,2023-08-26,Pending
492,5245,2023-02-13,Pending
493,1568,2023-03-20,Shipped
494,7944,2023-06-27,Shipped
495,8882,2023-04-18,Pending
496,3040,2023-07-02,Shipped
497,9083,2023-07-10,Pending
498,8074,2023-07-30,Shipped
499,4338,2023-08-05,Shipped
500,4689,2023-10-31,Completed
501,6863,2023-07-15,Completed
502,9907,2023-06-02,Shipped
503,6591,2023-09-23,Pending
504,5630,2023-01-27,Pending
505,3719,2023-10-27,Completed
506,3252,2023-06-08,Completed
507,1904,2023-05-13,Shipped
508,6755,2023-04-30,Shipped
509,3303,2023-04-08,Pending
510,6382,2023-06-27,Shipped
511,3460,2023-04-09,Completed
512,6460,2023-01-19,Pending
513,1201,2023-03-10,Completed
514,1805,2023-05-25,Shipped
515,4069,2023-03-06,Pending
516,5383,2023-10-22,Shipped
517,8706,2023-11-12,Pending
518,4684,2023-08-24,Pending
519,4003,2023-09-29,Pending
520,9177,2023-03-10,Pending
521,7962,2024-01-01,Completed
522,7604,2023-07-05,Shipped
523,2650,2023-12-01,Pending
524,7708,2023-05-10,Completed
525,2857,2023-05-26,Shipped
526,9691,2023-12-30,Completed
527,2962,2023-05-01,Pending
528,2046,2023-07-12,Pending
529,979,2023-06-05,Completed
530,9334,2023-09-15,Pending
531,5562,2023-11-13,Completed
532,4025,2023-03-30,Shipped
533,1647,2023-11-28,Shipped
534,1507,2023-12-30,Pending
535,5151,2023-01-13,Pending
536,300,2023-02-06,Completed
537,8633,2023-12-25,Pending
538,5879,2023-06-13,Completed
539,2762,2023-05-11,Pending
540,3576,2023-05-03,Completed
541,2114,2023-02-17,Completed
542,9681,2023-11-24,Completed
543,8609,2023-11-10,Shipped
544,8865,2023-09-19,Shipped
545,6620,2023-09-06,Completed
546,7027,2023-03-15,Pending
547,9028,2023-02-21,Pending
548,2438,2023-01-25,Pending
549,7620,2023-05-15,Pending
550,3637,2023-06-11,Shipped
551,676,2023-04-18,Shipped
552,1808,2023-04-19,Pending
553,7559,2023-07-03,Completed
554,7290,2023-02-03,Pending
555,3191,2023-01-21,Shipped
556,938,2023-08-17,Pending
557,4299,2023-04-28,Shipped
558,322,2023-12-09,Pending
559,1077,2023-10-03,Completed
560,6771,2023-08-27,Pending
561,3864,2023-09-11,Shipped
562,4237,2023-04-25,Shipped
563,438,2023-11-09,Completed
564,5322,2023-04-10,Pending
565,1229,2023-10-09,Shipped
566,9633,2023-01-12,Shipped
567,2104,2023-12-15,Pending
568,7187,2023-07-18,Shipped
569,439,2023-09-07,Shipped
570,9390,2023-07-24,Pending
571,1034,2024-01-01,Pending
572,5502,2023-11-02,Shipped
573,4262,2023-12-27,Completed
574,5569,2023-06-18,Completed
575,9014,2023-05-03,Pending
576,154,2023-05-11,Shipped
577,5546,2023-12-27,Pending
578,8403,2023-07-29,Pending
579,6399,2023-01-29,Shipped
580,6366,2023-10-27,Completed
581,5234,2023-01-24,Completed
582,1458,2023-03-13,Pending
583,6687,2023-04-21,Pending
584,71,2023-11-14,Shipped
585,3276,2023-09-23,Pending
586,3219,2023-10-20,Pending
587,8869,2023-04-29,Shipped
588,266,2023-10-20,Shipped
589,7926,2023-04-10,Shipped
590,1948,2023-10-27,Pending
591,8871,2023-07-24,Shipped
592,5348,2023-11-05,Completed
593,3631,2023-03-29,Shipped
594,1184,2023-10-27,Pending
595,3839,2023-10-27,Completed
596,8176,2023-02-15,Completed
597,2471,2023-12-03,Pending
598,9401,2023-03-19,Shipped
599,8841,2023-04-18,Completed
600,7426,2023-06-19,Completed
601,5892,2023-09-22,Pending
602,7227,2023-01-18,Pending
603,1976,2023-01-22,Pending
604,6681,2023-11-14,Completed
605,8202,2023-02-12,Pending
606,4621,2023-09-07,Shipped
607,6338,2023-11-28,Completed
608,222,2023-03-13,Shipped
609,5695,2023-10-23,Pending
610,4809,2023-06-07,Completed
611,6998,2023-07-12,Pending
612,8854,2023-08-28,Completed
613,3249,2023-06-05,Shipped
614,4975,2023-01-23,Shipped
615,4724,2023-11-12,Completed
616,7997,2023-02-28,Pending
617,9190,2023-08-21,Shipped
618,2746,2023-11-03,Completed
619,8222,2023-01-19,Shipped
620,794,2023-06-26,Completed
621,7773,2023-04-27,Shipped
622,1434,2023-08-04,Shipped
623,4277,2023-12-12,Pending
624,8355,2023-11-20,Completed
625,8836,2023-11-20,Completed
626,5613,2023-10-07,Shipped
627,1554,2023-03-12,Shipped
628,1226,2023-06-19,Completed
629,7858,2023-07-28,Shipped
630,8124,2023-03-03,Shipped
631,4808,2023-09-28,Completed
632,5214,2023-05-09,Completed
633,2112,2023-10-14,Shipped
634,4585,2023-11-25,Shipped
635,7663,2023-06-10,Shipped
636,8604,2023-06-01,Pending
637,1016,2023-02-16,Pending
638,5735,2023-10-20,Shipped
639,9371,2023-04-29,Shipped
640,5808,2023-02-02,Pending
641,1113,2023-04-19,Pending
642,9261,2023-02-28,Pending
643,7122,2023-02-20,Completed
644,1289,2023-09-18,Shipped
645,2687,2023-10-09,Pending
646,651,2023-12-24,Shipped
647,5729,2023-01-28,Shipped
648,3114,2024-01-01,Completed
649,1348,2023-10-14,Shipped
650,9818,2023-08-20,Shipped
651,2742,2023-10-28,Pending
652,2527,2023-04-21,Pending
653,2179,2023-04-22,Completed
654,1048,2023-03-28,Shipped
655,194,2023-03-03,Shipped
656,5324,2023-09-08,Shipped
657,8539,2023-12-11,Pending
658,1007,2023-03-24,Shipped
659,1392,2023-03-25,Pending
660,2532,2023-07-05,Pending
661,8101,2023-02-15,Pending
662,6649,2023-10-23,Completed
663,7635,2023-06-08,Pending
664,8870,2023-11-02,Completed
665,7851,2023-07-18,Completed
666,3001,2023-04-09,Pending
667,9417,2023-08-01,Completed
668,4600,2023-03-12,Pending
669,91,2023-04-24,Shipped
670,2268,2023-09-18,Pending
671,6762,2023-11-28,Pending
672,7004,2023-02-11,Completed
673,7114,2023-04-14,Pending
674,9333,2023-08-28,Pending
675,9932,2023-04-17,Completed
676,4864,2023-10-25,Shipped
677,7127,2023-08-07,Shipped
678,3419,2023-03-19,Completed
679,5836,2023-06-18,Shipped
680,8726,2023-03-18,Completed
681,7617,2023-08-31,Pending
682,8765,2023-03-06,Completed
683,6929,2023-02-26,Completed
684,5107,2023-04-25,Pending
685,767,2023-09-10,Pending
686,4573,2023-11-24,Pending
687,2674,2023-10-14,Pending
688,1539,2023-03-31,Completed
689,2194,2023-08-25,Pending
690,1577,2023-11-29,Pending
691,1484,2023-03-30,Pending
692,1810,2023-12-22,Pending
693,1756,2023-09-20,Pending
694,3387,2023-07-04,Pending
695,6330,2023-03-26,Pending
696,6682,2023-05-14,Pending
697,3389,2023-06-15,Pending
698,2730,2023-04-03,Completed
699,1091,2023-08-27,Completed
700,1437,2023-11-06,Pending
701,2779,2023-07-23,Pending
702,5227,2023-09-19,Shipped
703,4717,2023-04-17,Pending
704,6406,2023-09-18,Shipped
705,6742,2023-07-18,Shipped
706,6442,2023-11-23,Pending
707,8193,2023-06-28,Completed
708,4015,2023-03-04,Completed
709,3311,2023-03-24,Completed
710,130,2023-04-11,Shipped
711,4070,2023-03-24,Completed
712,7860,2023-11-19,Shipped
713,3615,2023-04-23,Completed
714,3287,2023-06-12,Completed
715,441,2023-01-23,Shipped
716,5339,2023-02-19,Shipped
717,313,2023-03-14,Completed
718,6447,2023-02-25,Shipped
719,179,2023-10-23,Pending
720,3944,2023-04-11,Completed
721,4667,2023-06-09,Pending
722,973,2023-03-13,Shipped
723,9209,2023-09-11,Pending
724,1807,2023-06-14,Pending
725,661,2023-05-05,Shipped
726,9318,2023-07-20,Completed
727,5039,2023-12-02,Completed
728,8016,2023-06-07,Shipped
729,2825,2023-04-23,Completed
730,3326,2023-02-24,Pending
731,1165,2023-02-26,Pending
732,4471,2023-02-01,Completed
733,4879,2023-10-23,Pending
734,3108,2023-04-14,Shipped
735,8521,2023-08-20,Shipped
736,2763,2023-05-23,Completed
737,709,2023-09-15,Shipped
738,3222,2023-11-02,Completed
739,3776,2023-10-03,Completed
740,8833,2023-01-31,Completed
741,376,2023-03-01,Pending
742,7551,2023-06-03,Pending
743,9619,2023-09-26,Pending
744,6477,2023-01-14,Completed
745,9717,2023-03-12,Completed
746,3883,2023-11-23,Completed
747,487,2023-09-25,Completed
748,9915,2023-04-24,Shipped
749,3586,2023-11-24,Pending
750,8484,2023-05-03,Completed
751,9229,2023-03-07,Completed
752,4102,2023-05-22,Completed
753,1858,2023-05-15,Completed
754,2733,2023-08-29,Pending
755,9998,2023-06-15,Completed
756,9160,2023-03-10,Shipped
757,9764,2023-02-13,Completed
758,208,2023-12-31,Completed
759,2847,2023-08-14,Completed
760,4082,2023-12-06,Pending
761,240,2023-04-12,Completed
762,8851,2023-10-10,Pending
763,6873,2023-03-04,Pending
764,463,2023-11-28,Completed
765,4959,2023-04-28,Shipped
766,2528,2023-05-23,Completed
767,9108,2023-03-05,Pending
768,5738,2023-10-25,Completed
769,3632,2023-04-30,Shipped
770,6006,2023-04-11,Shipped
771,4247,2023-05-26,Pending
772,5319,2023-09-04,Completed
773,2539,2023-04-22,Completed
774,9543,2023-10-07,Pending
775,3964,2023-11-22,Shipped
776,5296,2023-01-05,Pending
777,9963,2023-11-06,Shipped
778,9712,2023-11-05,Pending
779,2196,2023-08-05,Shipped
780,9620,2023-05-24,Shipped
781,1978,2023-06-06,Shipped
782,4346,2023-11-10,Shipped
783,9425,2023-06-15,Shipped
784,228,2023-04-06,Shipped
785,2911,2023-04-19,Pending
786,9521,2023-10-19,Pending
787,768,2023-04-22,Shipped
788,4617,2023-03-22,Shipped
789,6974,2023-09-11,Completed
790,63,2023-03-26,Shipped
791,3313,2023-07-12,Completed
792,120,2023-01-03,Completed
793,4093,2023-07-15,Completed
794,6581,2023-08-29,Completed
795,9898,2023-08-09,Shipped
796,127,2023-02-26,Completed
797,141,2023-05-10,Shipped
798,3961,2023-03-12,Pending
799,3630,2023-05-10,Shipped
800,3620,2023-07-16,Pending
801,8893,2023-06-08,Pending
802,3662,2023-06-04,Shipped
803,9358,2023-04-27,Shipped
804,9736,2023-07-02,Completed
805,642,2023-01-01,Completed
806,3759,2023-01-07,Shipped
807,962,2023-02-18,Shipped
808,9129,2023-06-12,Completed
809,6229,2023-02-26,Pending
810,6853,2023-11-09,Pending
811,9789,2023-01-16,Pending
812,9746,2023-03-08,Pending
813,5151,2023-08-09,Shipped
814,3464,2023-01-17,Shipped
815,3470,2023-03-26,Pending
816,9957,2023-11-21,Completed
817,9661,2023-03-09,Completed
818,2945,2023-03-19,Shipped
819,4200,2023-01-19,Completed
820,1972,2023-09-30,Shipped
821,9128,2023-01-28,Completed
822,7790,2023-08-09,Pending
823,2167,2023-01-31,Completed
824,9000,2023-07-19,Completed
825,3011,2023-10-13,Completed
826,2348,2023-06-12,Pending
827,1950,2023-05-24,Completed
828,4897,2023-10-12,Completed
829,1624,2023-11-16,Shipped
830,6437,2023-07-13,Shipped
831,525,2023-04-11,Pending
832,39,2023-10-03,Shipped
833,6628,2023-07-14,Shipped
834,7317,2023-04-01,Completed
835,5920,2023-07-03,Shipped
836,7022,2023-12-25,Shipped
837,5854,2023-07-24,Pending
838,4033,2023-01-09,Shipped
839,3839,2023-10-08,Completed
840,938,2023-03-25,Completed
841,1884,2023-12-10,Shipped
842,3487,2023-03-05,Pending
843,7200,2023-03-29,Pending
844,9543,2023-06-10,Shipped
845,5119,2023-04-05,Pending
846,950,2024-01-01,Shipped
847,6041,2023-05-20,Pending
848,3754,2023-03-02,Shipped
849,2091,2023-06-03,Pending
850,2617,2023-11-21,Shipped
851,1662,2023-02-06,Pending
852,8259,2023-02-18,Pending
853,5252,2023-11-23,Pending
854,6121,2023-02-01,Pending
855,7603,2023-04-30,Pending
856,587,2023-09-19,Shipped
857,609,2023-10-29,Shipped
858,6391,2023-09-17,Pending
859,4983,2023-04-08,Pending
860,9268,2023-12-03,Completed
